TIMESTAMP,DATE,MATCH,PICK,ODDS,BOOKMAKERS,DISPERSION,SOURCE,EVENT_STATUS
2026-08-01T23:28:27.720985+00:00,2026-08-01,Deportes Limache vs Ñublense,Ñublense,3.050,0,,ESPN,STATUS_SCHEDULED
